
--- New Data ---
1900-01-01 00:40:39,  35.25
1900-01-01 00:40:40,  32.75
1900-01-01 00:40:41,  32.75
1900-01-01 00:40:42,  32.69
1900-01-01 00:40:43,  32.63
1900-01-01 00:40:45,  32.63
1900-01-01 00:40:46,  32.56
1900-01-01 00:40:47,  32.56
1900-01-01 00:40:48,  32.50
1900-01-01 00:40:50,  32.44
1900-01-01 00:40:51,  32.44
1900-01-01 00:40:52,  32.38
1900-01-01 00:40:53,  32.38
1900-01-01 00:40:54,  32.44
1900-01-01 00:40:56,  32.63
1900-01-01 00:40:57,  32.88
1900-01-01 00:40:58,  33.06
1900-01-01 00:40:59,  33.19
1900-01-01 00:41:01,  33.38
1900-01-01 00:41:02,  33.50
1900-01-01 00:41:03,  33.63
1900-01-01 00:41:04,  33.75
1900-01-01 00:41:05,  33.94
1900-01-01 00:41:07,  34.06
1900-01-01 00:41:08,  34.19
1900-01-01 00:41:09,  34.31
1900-01-01 00:41:10,  34.38
1900-01-01 00:41:11,  34.44
1900-01-01 00:41:13,  34.50
1900-01-01 00:41:14,  34.56

--- New Data ---
2023-12-16 16:44:21,  28.00
2023-12-16 16:44:22,  27.94
2023-12-16 16:44:23,  27.94
2023-12-16 16:44:25,  27.94
2023-12-16 16:44:27,  27.94
2023-12-16 16:44:29,  27.88
2023-12-16 16:44:31,  27.88
2023-12-16 16:44:32,  27.88
2023-12-16 16:44:34,  27.88

--- New Data ---
2023-12-16 16:44:49,  27.81
2023-12-16 16:44:50,  27.75
2023-12-16 16:44:52,  27.75
2023-12-16 16:44:53,  27.75
2023-12-16 16:44:54,  27.75
2023-12-16 16:44:55,  27.75
2023-12-16 16:44:57,  27.75
2023-12-16 16:44:58,  27.75
2023-12-16 16:44:59,  27.75
2023-12-16 16:45:00,  27.69
2023-12-16 16:45:01,  27.69
2023-12-16 16:45:03,  27.69
2023-12-16 16:45:04,  27.69
