hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,19.4,61.8,3202,11550,10676,1210,40,20,24.9,12
1,02,34,57.3,3267,11550,80204,12280,30,13,27.1,15.5
1,03,32.9,58.2,3497,11550,95230,26770,29,14,25.2,14
1,04,35.2,61.8,3034,11550,92100,36500,33,18,23,16.9
1,05,32.6,60.3,2638,11550,91710,42720,25,16,25.7,17.7
1,06,29.9,59.2,2444,11650,87550,34910,27,8,22.8,11
1,07,28.4,49.2,2632,11700,54660,16660,23,8,13.6,5.6
1,08,25,54.8,3350,11700,45980,13650,31,15,17.4,2.5
1,09,22.6,64,2726,11600,72890,22980,27,14,20.7,7.7
1,10,27.7,53.7,1578,11750,55960,15480,23,10,11.9,2.7
1,11,22.4,58.7,1249,11750,12410,11280,26,13,6,-1
1,12,16.5,72.8,1998,11800,32570,6000,24,12,7.8,1.2
1,13,20.6,62.7,2573,11700,33680,4390,20,6,9.1,-0.1
1,14,31.1,48.1,2651,11700,49010,9280,27,12,12,1.4
1,15,24.8,62.9,1699,11750,45720,14090,40,23,14,5.1
1,16,22.5,69,1627,11750,23520,6600,31,22,10,5.2
1,17,23.7,64.1,1890,11750,28030,8320,15,6,8.1,0.2
1,18,21.7,61.9,2489,11750,23400,970,18,7,8.1,-2.4
1,19,19.8,68.2,2345,11700,31780,1150,35,14,13.7,1.7
1,20,23.9,66.7,2359,11750,37240,4820,35,17,13.3,2.5
1,21,29.5,55.4,2447,11750,32060,14240,35,17,15.6,1.8
1,22,26.1,62.1,2366,11650,30350,14220,33,18,17.3,3.4
1,23,27.7,59.2,1174,11700,43000,22980,74,36,17.3,7.5
1,24,24.9,64,1939,11800,11970,7340,17,4,7.5,-1.5
1,25,19.7,63.5,2316,11800,4980,90,19,6,4.9,-4
1,26,18.1,60.9,2692,11750,6410,5420,32,18,8.2,-1.3
1,27,21.1,72.2,2156,11750,14590,3110,25,13,12.2,5.8
1,28,22,68.7,1810,11800,10620,8760,33,15,7.7,1.9
1,29,19.8,67.4,2577,11750,8680,770,27,14,7.9,1.8
1,30,19,66.1,2131,11800,6300,100,17,5,2.8,-3.4
2,01,32,64.9,2271,17900,5160,5120,40,20,24.9,12
2,02,32.5,65.4,1939,16250,7010,6280,30,13,27.1,15.5
2,03,32.5,63.1,2155,14450,9920,8910,29,14,25.2,14
2,04,33.2,65.2,2481,14550,10990,9700,33,18,23,16.9
