hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,34.45,71.47,2161,11650,58755,132,60,26,21.9,9.6
1,02,34.71,69.72,1960,11600,55888,328,41,19,26.3,10
1,03,34.86,67.32,1782,11600,68295,202,39,20,25.2,13.9
1,04,34.83,64.49,680,11550,54499,307,26,10,24.1,17.6
1,05,34.77,65.44,575,11550,40694,3006,10,4,22.6,18.5
1,06,34.91,67.81,607,11600,31487,9021,11,4,20.8,14
1,07,34.81,68.6,885,11650,34228,2951,23,13,16.3,9.3
1,08,34.71,70.63,1671,11650,38586,1260,32,21,22.3,5.6
1,09,34.8,69.85,1031,11650,45170,911,46,27,23,7.9
1,10,35.03,68.64,1149,11600,46843,3040,51,29,25.7,10.5
1,11,35.12,65.19,952,11600,36734,2170,49,28,27.4,11
1,12,34.61,64.05,1641,11550,24708,1546,49,26,24.5,12.9
1,13,35.03,72.38,4137,11500,22360,30237,40,23,23.8,13
1,14,34.82,73.69,3283,11500,29632,42524,31,17,26,11.5
1,15,34.76,72.42,2165,11450,31944,61920,39,21,29.4,12.4
1,16,35.05,69.13,2182,11450,29543,87963,47,22,32,17.4
1,17,35.18,66.37,2343,11450,28085,89225,41,20,31.6,17.9
1,18,35.14,65.06,2772,11500,23377,73347,32,20,21.6,16.2
1,19,35.12,65.56,2750,11500,28185,94289,20,10,26.3,14.1
1,20,35.11,66.91,2600,11500,29847,102289,26,13,27.5,15.6
1,21,35.14,67.74,3187,11500,33374,91520,33,13,23,15.3
1,22,35.06,67.05,3095,11500,35507,94712,111,34,22.4,14.7
1,23,35.04,69.51,2373,11500,24693,100453,100,33,25.3,12.1
1,24,35.16,68.69,2143,11500,38612,102331,56,24,26.6,13.4
1,25,35.46,65,2326,11500,28611,97023,45,16,28.4,16.1
1,26,35.27,65.99,2886,11500,25652,113577,33,11,27,16.9
1,27,35.25,66.57,3282,11450,14593,84405,34,14,26.8,21.1
1,28,35.14,68.09,3222,11650,11453,79041,18,6,22.6,19.2
1,29,35.02,70.05,3384,11500,13202,79278,11,3,21.5,19
1,30,35.17,72.6,2688,11550,15204,110488,25,10,29,20.1
1,31,35.19,71.28,2426,11450,19039,109430,27,11,29.2,19.1
2,01,32.17,73.27,1739,17300,59159,40064,60,26,21.9,9.6
2,02,32.87,74.88,1911,17250,68507,47351,41,19,26.3,10
2,03,33.44,75.63,1855,18150,58998,40495,39,20,25.2,13.9
2,04,33.75,76.22,1187,13800,76125,55864,26,10,24.1,17.6
2,05,33.67,76.45,1075,13250,67810,52997,10,4,22.6,18.5
2,06,33.41,75.14,969,15050,53916,41519,11,4,20.8,14
2,07,32.99,71.09,1260,16300,46483,36288,23,13,16.3,9.3
2,08,33.12,70.33,1864,17200,73977,59317,32,21,22.3,5.6
2,09,33.08,73.39,1861,17050,54055,41034,46,27,23,7.9
2,10,33.21,72.88,2156,17350,54022,41175,51,29,25.7,10.5
2,11,33.49,72.47,1924,17700,63414,44845,49,28,27.4,11
2,12,33.39,71.15,2339,16500,29659,22969,49,26,24.5,12.9
2,13,34.04,75.93,3138,16650,85475,61122,40,23,23.8,13
2,14,33.76,76.98,2768,17550,58573,47109,31,17,26,11.5
2,15,33.96,76.58,2698,18500,65386,55426,39,21,29.4,12.4
2,16,34.45,76.59,2335,18700,77660,65041,47,22,32,17.4
2,17,34.41,74.27,2345,17450,68474,56256,41,20,31.6,17.9
2,18,34.43,72.34,2648,14100,67111,52309,32,20,21.6,16.2
2,19,34.43,73.31,2667,16400,74083,57731,20,10,26.3,14.1
2,20,34.39,74.17,2517,15650,79783,59705,26,13,27.5,15.6
2,21,34.25,73.98,2726,16400,76230,59090,33,13,23,15.3
2,22,34.14,72.07,2872,17050,69970,52379,111,34,22.4,14.7
2,23,34.12,71.36,2948,17750,77405,53184,100,33,25.3,12.1
2,24,34.14,71.96,2794,17150,87224,60854,56,24,26.6,13.4
