hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,17.6,59.6,1898,11800,4610,260,23,10,3.8,-1.6
1,02,18.4,63.1,2178,11750,4000,50,27,13,7.7,0.1
1,03,19.5,68.5,1759,11800,8010,60,33,15,7.9,0.3
1,04,18.9,65.9,1620,11800,4490,40,30,14,9.6,-2
1,05,18.7,70.6,1625,11750,7740,1130,45,22,13.3,0.2
1,06,19.7,75.7,1818,11700,12840,690,68,46,14.6,3.5
1,07,20.4,68.2,1347,11750,11390,300,28,4,12.5,2.7
1,08,22.2,70.8,1993,11650,34850,24740,68,20,20.3,7.3
1,09,26.4,65.2,2078,11650,24530,38580,54,22,20.5,10.6
1,10,23.7,63.9,2177,11650,32870,16150,56,29,20.1,9.4
1,11,20.9,67.4,1274,11700,32150,3000,38,20,15.5,11.9
1,12,16.5,72.7,1268,11750,17310,1250,12,3,11.9,7.1
1,13,16.4,73.3,1784,11700,13900,4550,20,8,14,7.5
1,14,16.9,73,1710,11700,15950,1690,15,6,13.1,10.8
1,15,16.9,75.2,1433,11750,18030,2770,10,3,14.1,6
1,16,13.1,70.7,1975,11800,10400,190,14,5,6,-4.5
1,17,6.5,70.8,2562,11850,20,0,15,6,-3.8,-8.4
1,18,5.7,72.4,2680,11800,20,10,16,6,-0.4,-7.9
1,19,6.7,75.1,2011,11800,30,10,31,18,1.8,-3.7
1,20,6.9,76.1,1496,11850,10,30,27,16,1.9,-7
1,21,4,76.6,1942,11850,0,0,16,7,-4.3,-9.5
1,22,3,78.8,2061,11850,0,10,19,8,-4,-10.5
1,23,3.3,80,1923,11850,0,10,24,14,2.4,-8.5
1,24,6.1,82.1,1989,11800,20,40,31,19,3.8,-2.3
1,25,6.9,82.8,1697,11800,150,40,38,26,4.7,-2
1,26,8.9,83.4,1349,11800,430,880,33,19,7.8,0.9
1,27,9.3,82.1,1085,11800,1290,2330,43,27,9,1.1
1,28,7.9,81.3,1553,11800,490,180,50,35,7.4,-1
1,29,6.8,81.7,1858,11800,600,150,62,44,7.9,-1.1
1,30,6.9,83.2,2557,11750,270,90,64,45,9.1,-1.3
1,31,10.3,84,1366,11800,1390,240,39,25,9.1,4
2,01,3.6,74.5,189,15150,0,0,23,10,3.8,-1.6
2,02,5.2,75.4,206,14550,0,0,27,13,7.7,0.1
2,03,7.7,75.5,213,14500,0,0,33,15,7.9,0.3
2,04,4.4,73.6,195,15400,10,10,30,14,9.6,-2
2,05,5.9,74.2,207,14950,10,0,45,22,13.3,0.2
2,06,9.2,75.7,229,14800,10,20,68,46,14.6,3.5
2,07,9.4,73.9,223,14900,30,30,28,4,12.5,2.7
2,08,13.8,78,277,15150,240,230,68,20,20.3,7.3
2,09,14.6,75.8,275,14150,190,190,54,22,20.5,10.6
2,10,14.4,76.3,312,14700,60,40,56,29,20.1,9.4
2,11,15.2,77.2,324,13200,0,0,38,20,15.5,11.9
2,12,12.5,76.7,262,13700,0,0,12,3,11.9,7.1
2,13,11.9,77.7,273,15050,0,0,20,8,14,7.5
2,14,12.9,78.7,295,14450,10,20,15,6,13.1,10.8
2,15,13.7,78.8,292,14850,0,0,10,3,14.1,6
2,16,6.4,75.4,193,14750,0,0,14,5,6,-4.5
2,17,-0.2,74.3,175,15750,0,0,15,6,-3.8,-8.4
2,18,-1.2,74.9,185,16600,0,0,16,6,-0.4,-7.9
2,19,1.4,76.1,216,14950,0,0,31,18,1.8,-3.7
2,20,2,76.1,198,15600,0,0,27,16,1.9,-7
2,21,-2.1,73.8,186,15350,0,0,16,7,-4.3,-9.5
2,22,-2.7,74,189,15400,0,0,19,8,-4,-10.5
2,23,-1.7,74.5,204,14500,0,0,24,14,2.4,-8.5
2,24,1.7,76.4,218,14050,0,0,31,19,3.8,-2.3
2,25,3.3,77.2,388,14450,0,0,38,26,4.7,-2
2,26,5.7,78.4,287,15250,0,0,33,19,7.8,0.9
2,27,6.6,78.1,258,14900,0,0,43,27,9,1.1
2,28,4.8,76.9,222,15100,0,0,50,35,7.4,-1
2,29,3.3,76.7,228,14850,0,0,62,44,7.9,-1.1
