hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,32.3,65.4,2486,11500,4241,35920,29,17,30.5,18.9
1,02,31.8,66.7,2394,11500,3325,32940,30,19,30.4,19
1,03,33.1,70,2009,11500,3310,36070,16,8,33,23
1,04,33.4,69.6,1991,11500,3553,36130,22,11,31.7,23.3
1,05,33.4,69.6,1937,11500,2678,39930,20,10,31.4,24
1,06,33.2,71.1,1718,11500,2367,49480,21,9,31.7,21.6
1,07,32.2,68.9,1547,11500,1430,43010,21,11,31.6,20.6
1,08,31.7,66.5,2073,11500,1082,42980,21,10,29.6,18.6
1,09,31.8,68.7,2109,11500,2258,33700,30,17,30.7,19.8
1,10,31.9,66.6,2351,11500,4130,33080,38,24,31.2,21.7
1,11,30.8,67.5,2755,11500,3555,31860,31,19,30.8,21.6
1,12,31.2,66.4,1837,11450,3039,34960,31,18,29.9,21.2
1,13,29.3,71.2,2364,11500,2315,28480,25,16,23.9,19.9
1,14,29.1,73.2,2981,11500,2444,31220,17,7,26.1,19.7
1,15,31.3,69.8,3059,11500,1749,23580,13,5,25.6,21.8
1,16,30.9,72.7,2543,11500,2263,26140,15,5,28.8,22.6
1,17,30.6,76.3,2044,11500,1758,31710,13,4,29.1,22.1
1,18,32,72.8,1387,11500,1623,31240,14,4,30.2,22.2
1,19,31.2,70.9,1740,11500,1213,30480,26,14,28.6,21
1,20,29.3,74.6,2051,11500,1834,23230,27,15,25,20.9
1,21,27.9,75.8,1918,11550,2547,22280,17,6,23,18.3
1,22,27.1,74.6,1768,11550,1509,22160,25,13,25.1,16.9
1,23,26.3,71.9,1806,11550,703,19120,24,11,26.9,15.3
1,24,26.4,71.3,1752,11550,697,17750,20,7,27.9,15.9
1,25,27.7,70.3,1952,11550,900,18340,23,6,27.8,19
1,26,28.2,73.6,2199,11550,844,15690,20,7,23.6,20.5
1,27,27.7,78,1720,11550,668,14800,16,6,24.6,21
1,28,27.3,77.9,1385,11550,1387,15010,39,23,27.5,20.4
1,29,26.1,76.2,1347,11550,929,9700,55,33,25,17.8
1,30,24.8,77.6,1177,11550,607,7480,26,12,23.8,15
2,01,33.2,65.2,1720,18650,12780,12470,29,17,30.5,18.9
2,02,33.2,65,1813,18250,14580,14300,30,19,30.4,19
2,03,33.8,68.9,1428,17600,15530,15300,16,8,33,23
2,04,34,69.8,1661,18100,16660,16360,22,11,31.7,23.3
2,05,34.1,70.6,1607,17650,18290,17980,20,10,31.4,24
2,06,33.5,72.9,1573,18100,17460,17160,21,9,31.7,21.6
2,07,33.4,66.3,1913,17900,16550,16260,21,11,31.6,20.6
2,08,33.1,63.8,1959,17050,14290,14020,21,10,29.6,18.6
2,09,33.3,66.5,2084,17050,14020,13750,30,17,30.7,19.8
2,10,33.3,64.7,2141,17500,14520,14240,38,24,31.2,21.7
2,11,33.3,63.7,2183,17600,15890,15550,31,19,30.8,21.6
2,12,33.6,63.9,1808,17500,14200,13960,31,18,29.9,21.2
2,13,33.1,65.7,1844,15650,8430,8180,25,16,23.9,19.9
2,14,33.1,63.2,2105,17250,13320,13090,17,7,26.1,19.7
2,15,33.1,64.2,2299,17500,10010,9820,13,5,25.6,21.8
2,16,33.5,66.7,2288,17700,13320,12990,15,5,28.8,22.6
2,17,33.6,69.6,2147,18300,17220,16930,13,4,29.1,22.1
2,18,34.2,71.3,1636,18050,14210,14010,14,4,30.2,22.2
2,19,34.5,66.8,1981,17950,13710,13570,26,14,28.6,21
2,20,33.5,70.5,2075,16700,7040,6980,27,15,25,20.9
2,21,32.8,65.4,2383,17650,10680,10610,17,6,23,18.3
2,22,32.4,59.5,2440,17950,7940,7860,25,13,25.1,16.9
2,23,31.9,58.1,2341,18050,8790,8690,24,11,26.9,15.3
2,24,31.6,58.9,2244,18450,9160,9080,20,7,27.9,15.9
2,25,32.3,61.7,2581,16950,9050,8940,23,6,27.8,19
2,26,32.6,65.6,2815,16900,6040,5900,20,7,23.6,20.5
2,27,32.4,69.7,2794,17500,11040,10900,16,6,24.6,21
2,28,32.5,72.4,2706,17900,10070,9850,39,23,27.5,20.4
2,29,31.3,67.2,2524,18500,2450,2340,55,33,25,17.8
2,30,31,64,2370,17950,1330,1210,26,12,23.8,15
3,01,26.5,72,1728,14950,1050,968,29,17,30.5,18.9
3,02,27.2,72.6,1612,14050,1071,971,30,19,30.4,19
