hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,35.3,69.7,1103,11450,7817,99560,36,24,34.9,24.9
1,02,35.2,70.3,1108,11450,9596,93750,37,26,34.6,26.1
1,03,35.2,70.4,1070,11450,11969,100420,25,15,34.5,25.7
1,04,35.6,70,1029,11450,9289,106880,21,11,34.6,25.9
1,05,35.4,69.6,1079,11450,9485,100650,28,15,34.6,26.4
1,06,35.4,69.9,1192,11450,6896,73940,25,14,35.5,25.3
1,07,35.8,71.1,1371,11450,6152,83560,22,10,35,25.6
1,08,35.6,71,1152,11450,6410,76950,16,7,34.8,25.4
1,09,35.2,72,1573,11450,8480,81050,14,6,30.2,24.1
1,10,34.4,71.1,3162,11500,14976,85060,8,3,24.6,21.3
1,11,34.8,71.1,1873,11500,21538,113430,25,10,30.4,22.4
1,12,34.7,71.6,1643,11500,19451,91700,28,15,30,22
1,13,34.8,71.3,1557,11500,12133,89040,32,20,32.2,23.2
1,14,34.9,71.8,1480,11500,15087,77100,37,22,33.3,24.5
1,15,34.8,71.8,1696,11450,11594,77340,37,23,32,24.7
1,16,34.5,71.6,1776,11450,12087,88350,28,17,32,25.2
1,17,34.4,71,1950,11450,10146,85500,23,13,31.7,23.2
1,18,34.6,70.5,1794,11450,8005,68860,22,12,32.5,24.5
1,19,34.5,70.8,1684,11450,6828,55360,24,13,32.6,25
1,20,34.4,71.3,1512,11450,5372,61840,27,16,33.9,25.1
1,21,34.6,71.4,1588,11450,3397,48610,19,11,34.3,25.9
1,22,34.5,71.4,1691,11450,3999,43670,20,13,34,26
1,23,34.1,71.6,2356,11450,5123,40730,12,6,32.3,24.6
1,24,33.5,71.6,2903,11500,5650,51890,15,7,29.1,24.4
1,25,33.6,71.9,2245,11500,6767,61520,23,12,30.3,22.9
1,26,32.9,71,2635,11500,7901,47810,30,17,30.7,20.6
1,27,33.3,71.2,2644,11500,4737,36840,34,22,31.8,21.9
1,28,33.7,71.2,2274,11500,2969,42820,22,14,31.7,24
1,29,34.1,70.3,2168,11500,3129,36320,12,6,29.4,22.8
1,30,32,69.2,2754,11500,5102,24050,13,6,23,19.8
1,31,31.4,69.4,2878,11500,3874,39840,23,13,27.3,19.9
2,01,34.2,74.3,1047,18450,76040,72870,36,24,34.9,24.9
2,02,34,72.6,931,18650,78400,76020,37,26,34.6,26.1
2,03,34.1,71.7,948,18750,83480,80880,25,15,34.5,25.7
2,04,34.7,71.8,929,19000,81730,78840,21,11,34.6,25.9
2,05,34.6,71.1,997,18950,75890,74140,28,15,34.6,26.4
2,06,34.3,72.1,935,17300,59060,56530,25,14,35.5,25.3
2,07,34.7,73,1116,18250,64930,62190,22,10,35,25.6
2,08,34.4,72.2,984,18550,49770,49560,16,7,34.8,25.4
2,09,33.7,71.2,1113,17800,42870,43170,14,6,30.2,24.1
2,10,30.6,70.2,2560,17350,41550,41220,8,3,24.6,21.3
2,11,31.5,72.1,1755,18950,64690,64880,25,10,30.4,22.4
2,12,32.2,71.4,1292,18500,36870,36860,28,15,30,22
2,13,32.5,72,1108,19050,43570,43380,32,20,32.2,23.2
2,14,33.5,71.5,1002,19050,47080,47250,37,22,33.3,24.5
2,15,33.4,71,1178,18750,45650,45570,37,23,32,24.7
2,16,32.8,70.6,1534,18150,47000,47110,28,17,32,25.2
2,17,32.3,70.7,1293,18200,38640,38620,23,13,31.7,23.2
2,18,33,71.2,971,17500,30570,30570,22,12,32.5,24.5
2,19,32.9,71.4,1104,18600,29510,29400,24,13,32.6,25
2,20,33.3,71.3,880,18350,34950,35020,27,16,33.9,25.1
2,21,33.6,70.1,1028,18950,26430,26310,19,11,34.3,25.9
2,22,33.6,69.2,916,17750,24370,24490,20,13,34,26
2,23,33.3,69.1,1556,16750,21930,21620,12,6,32.3,24.6
2,24,33.2,69.2,2654,17900,27800,27940,15,7,29.1,24.4
2,25,33.8,68.8,1989,18450,29690,29780,23,12,30.3,22.9
2,26,33.4,67.7,1994,18250,19750,19830,30,17,30.7,20.6
2,27,33.3,70.4,2085,18450,15000,15020,34,22,31.8,21.9
2,28,33.5,72.4,1816,18900,22290,22290,22,14,31.7,24
2,29,33.8,73.6,1342,17150,16160,16100,12,6,29.4,22.8
2,30,32.9,68.3,2386,17200,11290,11340,13,6,23,19.8
2,31,33,66.3,2306,18550,15970,15720,23,13,27.3,19.9
3,01,33.1,75.6,1830,13950,8344,8366,36,24,34.9,24.9
3,02,32.6,75.1,2176,15300,7228,7046,37,26,34.6,26.1
3,03,33,73.8,1553,15000,6763,6685,25,15,34.5,25.7
3,04,33.5,73.2,1591,15850,7437,7300,21,11,34.6,25.9
3,05,34.1,72.5,1868,14800,7345,7158,28,15,34.6,26.4
3,06,33.9,72.8,2294,11550,6560,6289,25,14,35.5,25.3
3,07,33.4,72.1,2664,13650,5519,5422,22,10,35,25.6
3,08,33.5,72.3,2169,15150,5113,5006,16,7,34.8,25.4
3,09,32.1,72,2538,13100,4989,4853,14,6,30.2,24.1
3,10,27.9,70.7,3769,10500,3798,3673,8,3,24.6,21.3
3,11,29.2,71.8,2933,13400,4282,4141,25,10,30.4,22.4
3,12,29.9,72.1,1862,13300,4216,4067,28,15,30,22
3,13,31,73.4,1321,15600,4279,4198,32,20,32.2,23.2
3,14,31.7,73.8,1353,15000,4416,4353,37,22,33.3,24.5
3,15,31.6,74.2,1632,15650,4975,4768,37,23,32,24.7
3,16,30.7,73.9,2018,15050,4711,4592,28,17,32,25.2
3,17,31,72.8,1720,15550,4606,4509,23,13,31.7,23.2
3,18,31.9,73.2,1397,14550,3537,3454,22,12,32.5,24.5
3,19,31.3,73.3,1739,15650,4123,4036,24,13,32.6,25
3,20,31.6,73.4,1397,15550,3971,3812,27,16,33.9,25.1
3,21,32,72.8,1058,15800,3502,3450,19,11,34.3,25.9
3,22,31.5,72.5,1224,14900,3581,3521,20,13,34,26
3,23,30.8,72.9,1835,11650,2115,2046,12,6,32.3,24.6
3,24,29.2,73.1,2084,12100,2430,2310,15,7,29.1,24.4
3,25,29,73.4,1924,14450,2224,2116,23,12,30.3,22.9
3,26,28.3,72.9,1649,14850,1646,1583,30,17,30.7,20.6
3,27,29,73.5,1659,15150,2816,2722,34,22,31.8,21.9
3,28,30.5,73.3,1575,15450,2780,2715,22,14,31.7,24
3,29,30.3,72.6,1763,12400,2460,2400,12,6,29.4,22.8
3,30,26.7,71.5,2336,11600,1309,1219,13,6,23,19.8
3,31,25.5,72,2079,14650,1191,1093,23,13,27.3,19.9
4,01,33.4,72.9,765,12550,2106,112900,36,24,34.9,24.9
4,02,33.2,72.6,937,13050,1471,115880,37,26,34.6,26.1
4,03,33.4,72,882,12600,1405,102670,25,15,34.5,25.7
4,04,33.5,71.4,847,13150,1175,91240,21,11,34.6,25.9
4,05,33.4,71,1003,12250,1164,95230,28,15,34.6,26.4
4,06,33.2,71.5,1120,12200,936,68920,25,14,35.5,25.3
4,07,32.6,72.3,1241,12450,1107,62710,22,10,35,25.6
4,08,33.1,71.7,908,12800,1025,64210,16,7,34.8,25.4
4,09,31.7,71.6,1017,12350,1354,68710,14,6,30.2,24.1
4,10,27.8,70.3,1224,12350,1819,51350,8,3,24.6,21.3
4,11,29.1,71.9,812,13850,895,54730,25,10,30.4,22.4
4,12,30.1,71.8,551,13700,801,40550,28,15,30,22
4,13,30.1,72.2,707,14300,937,42100,32,20,32.2,23.2
4,14,31.8,72.9,535,14250,583,44410,37,22,33.3,24.5
4,15,31.9,73.1,760,13900,499,41810,37,23,32,24.7
4,16,31,73,1069,14100,407,37020,28,17,32,25.2
4,17,30.8,73,927,14100,424,32810,23,13,31.7,23.2
4,18,31.9,73.4,797,13100,337,30710,22,12,32.5,24.5
4,19,31.6,73.6,906,13850,372,27260,24,13,32.6,25
4,20,31.9,73,798,13150,317,29950,27,16,33.9,25.1
4,21,32.2,72,671,13100,358,30230,19,11,34.3,25.9
4,22,31.7,72,813,12650,263,27260,20,13,34,26
4,23,31.2,72.5,1073,12350,290,19890,12,6,32.3,24.6
4,24,29.7,72.8,994,13350,402,14280,15,7,29.1,24.4
4,25,29.4,72.9,568,13700,425,14020,23,12,30.3,22.9
4,26,28.9,71.9,502,13600,467,9790,30,17,30.7,20.6
4,27,29.6,72.4,850,13650,320,12600,34,22,31.8,21.9
4,28,30.7,72.8,859,14150,328,14650,22,14,31.7,24
4,29,30.4,73.2,1200,13000,285,9870,12,6,29.4,22.8
4,30,27,72.6,923,13350,271,6990,13,6,23,19.8
4,31,25.9,72.9,609,14250,40,7010,23,13,27.3,19.9
