hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,30.91,70.74,1626.76,24600,3360,11515,16,11,26.6,19
1,02,30.83,70.73,1146.19,25450,2303,8677,13,8,27.7,18.2
1,03,31.8,71.72,807.91,25750,3190,8943,8,6,29.4,20.4
1,04,32.43,72.87,685.48,24700,1931,6804,10,7,31.4,22.5
1,05,32.24,72.98,920.33,23500,1866,9780,13,8,25.7,19.3
1,06,30.3,69.82,1020.93,24350,4976,15042,13,10,25.3,17.4
1,07,30.52,68.6,1117.47,25150,6598,8785,26,18,28,17
1,08,30.77,67.89,1057.35,25100,7756,8851,26,18,28.8,15.8
1,09,31.27,68.7,841.84,25500,5274,6217,20,15,30,18.2
1,10,31.15,68.69,891.16,25000,4031,4539,14,11,27.6,18.8
1,11,31.28,69.33,736.04,25200,3953,4992,17,12,29.5,18.9
1,12,31.69,70.97,1124.22,23700,1308,6168,22,18,25.8,20.8
1,13,31.71,71.74,1082.24,24550,6463,9757,19,13,28.1,21.5
1,14,32.19,71.92,847.46,26250,3372,7358,15,12,28.7,21.8
1,15,32.55,72.23,695.31,25400,2249,5565,18,11,32.1,21
1,16,33.43,73.93,486.91,24800,2026,6210,24,17,32.8,24
1,17,33.84,74.79,384.56,24700,1445,6300,27,21,32.4,23.9
1,18,33.79,74.78,409.68,25650,1474,6853,20,14,33.3,23.8
1,19,33.52,74.46,406.13,26050,1641,11594,22,11,30.1,19.3
1,20,31.35,69.14,1116.7,25600,2890,7869,26,13,25.3,15.8
1,21,30.29,65.69,1130.91,25300,2315,5588,20,12,26,13.9
1,22,30.05,64.31,1269.57,25300,2579,5083,21,13,25,14.1
1,23,29.59,63.41,1276.72,24450,2271,3967,23,13,24.2,14.1
1,24,27.98,61.2,1352.78,24600,1951,4357,21,11,24.1,12.5
1,25,29.33,62.6,1129.07,24550,2110,3043,25,17,24.4,14.9
1,26,29.17,62.73,1224.58,24650,3843,2508,30,21,24.7,16
1,27,29.52,63.37,1370.57,25100,1897,1990,33,24,28,14.3
1,28,29.57,64.19,1373.52,24550,1893,1585,38,26,25.1,16.3
