hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,0,0,1590,11500,21573,158130,27,11,31.3,23.2
1,02,0,0,1505,11500,24311,194310,27,16,32.9,23.6
1,03,0,0,1600,11500,15238,171950,29,17,33.3,23.7
1,04,0,0,2045,11500,15077,104990,20,9,26.3,23.2
1,05,35.2,68.4,2274,11500,14397,120340,29,13,28.2,22.1
1,06,34.7,71.3,1948,11500,12872,183610,38,15,32.4,22
1,07,34.1,72.9,2138,11600,18740,96590,33,17,25.7,20.4
1,08,34.7,72,1895,11500,16100,159340,21,10,30.9,22.4
1,09,35,72.4,1483,11500,13345,125230,27,17,31.3,24.8
1,10,35,70.9,1352,11500,12075,117830,30,19,32.4,26.2
1,11,34.6,71.3,1677,13200,13012,102760,23,11,28.5,22.8
1,12,34.7,76.7,1607,11500,16132,144390,24,11,31.1,24
1,13,34.8,75,1663,11500,15556,108170,23,11,27.3,24.8
1,14,34.3,77.8,2184,11500,11940,98860,15,8,27,24.2
1,15,33.9,74.3,1748,11750,11911,78340,16,6,26.8,22.8
1,16,33.9,72.6,1772,11500,10812,105300,16,7,29.1,23.3
1,17,34.5,72.1,1494,11500,8020,95590,11,3,31.1,23.1
1,18,33.7,72.4,1928,11500,9893,68710,11,2,24.6,22.9
1,19,33.8,71.4,1672,11450,11737,154640,24,10,31.3,22.1
1,20,34.3,71.2,1281,11450,17924,150220,45,29,31.3,23.6
1,21,34.4,70.9,1131,11450,13466,105090,35,24,35.4,22.9
1,22,33.8,68.8,1264,11450,10947,84890,21,11,28,23.6
1,23,34.4,69.2,1408,11500,7797,82640,14,6,28.4,24.2
1,24,34.9,70.9,1591,11450,13310,119840,11,5,30.8,22.8
1,25,35.3,71,1493,11450,11320,81340,15,6,29.4,23.7
1,26,35,72.1,1845,11450,10489,91760,15,7,33.4,22.8
1,27,35.1,73.8,1771,11450,8715,137140,20,9,32.7,22.8
1,28,35.2,72.4,1262,11450,12022,147200,26,16,34.1,24.4
1,29,35.1,71.4,1376,11450,9735,129910,24,14,34.4,25.2
1,30,35.2,69.7,1122,11450,6977,96980,26,17,33.7,24.5
1,31,35.2,69.4,1141,11450,6487,118590,28,17,33.1,23.7
2,01,35.1,73.2,1186,22200,144300,138730,27,11,31.3,23.2
2,02,35.1,74.5,1087,24200,180310,172360,27,16,32.9,23.6
2,03,35.2,74.8,1119,20950,154860,147370,29,17,33.3,23.7
2,04,35,73.6,1269,22650,122780,113770,20,9,26.3,23.2
2,05,35,72.1,1227,20700,135350,129400,29,13,28.2,22.1
2,06,35.2,70.8,1374,20650,183310,174700,38,15,32.4,22
2,07,35,69.8,1390,21850,114310,106120,33,17,25.7,20.4
2,08,35.3,71.8,1218,23850,164620,157420,21,10,30.9,22.4
2,09,35.2,74.2,926,21350,135030,128080,27,17,31.3,24.8
2,10,35.1,72.4,1054,20550,124710,119350,30,19,32.4,26.2
2,11,35.1,72.8,1102,19650,118920,112330,23,11,28.5,22.8
2,12,35.2,75.8,1000,20700,154430,145010,24,11,31.1,24
2,13,35.2,77.4,986,20900,109950,103480,23,11,27.3,24.8
2,14,35,76.9,1161,20000,98680,88450,15,8,27,24.2
2,15,34.8,76.6,1314,19950,98210,90610,16,6,26.8,22.8
2,16,34.5,77.5,825,19750,131920,120770,16,7,29.1,23.3
2,17,34.5,78.4,592,19350,110910,101330,11,3,31.1,23.1
2,18,34.2,75.8,753,18450,78650,68990,11,2,24.6,22.9
2,19,34.4,76,826,20000,141980,131370,24,10,31.3,22.1
2,20,34.1,76.7,795,20050,141650,139780,45,29,31.3,23.6
2,21,34.2,76.9,596,19550,95960,95640,35,24,35.4,22.9
2,22,34.2,74.5,771,17950,96410,90360,21,11,28,23.6
2,23,34.6,74.3,565,18350,84510,78100,14,6,28.4,24.2
2,24,34.7,75.1,883,20100,119960,110950,11,5,30.8,22.8
2,25,34.9,74.5,673,19400,89230,81180,15,6,29.4,23.7
2,26,34.6,73.6,829,18300,87800,84520,15,7,33.4,22.8
2,27,34.7,75.3,726,21750,116110,110720,20,9,32.7,22.8
2,28,34.4,76.4,609,18900,115740,110240,26,16,34.1,24.4
2,29,34.2,76.6,579,19300,105230,103180,24,14,34.4,25.2
2,30,34.3,74.6,785,18250,83750,79400,26,17,33.7,24.5
2,31,34.3,73.9,921,19050,85930,81150,28,17,33.1,23.7
3,01,33.3,71.6,2546,15500,18024,16009,27,11,31.3,23.2
3,02,33.2,71.5,2347,15100,17853,15974,27,16,32.9,23.6
3,03,33.2,71.9,2396,15250,16990,15697,29,17,33.3,23.7
3,04,32.7,71.8,3712,12900,16865,15652,20,9,26.3,23.2
3,05,32.3,70.9,2912,15100,14261,13017,29,13,28.2,22.1
3,06,32.6,69.5,2156,15700,14616,13616,38,15,32.4,22
3,07,31.6,70.5,2994,11900,10612,9647,33,17,25.7,20.4
3,08,32.6,71.2,2811,14800,14308,13089,21,10,30.9,22.4
3,09,33,73.7,1709,15700,11574,10464,27,17,31.3,24.8
3,10,33.2,73.2,1791,17800,11584,10590,30,19,32.4,26.2
3,11,31.9,72.1,3718,13150,12152,11357,23,11,28.5,22.8
3,12,32.2,73.3,2846,15100,12002,10833,24,11,31.1,24
3,13,32.3,75.1,3436,14300,9133,8423,23,11,27.3,24.8
3,14,31,74.7,4167,9400,7183,6310,15,8,27,24.2
3,15,30.4,75.4,3609,7750,8339,7592,16,6,26.8,22.8
3,16,31.2,74.9,2771,9500,10706,9289,16,7,29.1,23.3
3,17,32.1,75.6,2738,10800,9081,7567,11,3,31.1,23.1
3,18,30.6,75.2,4100,9300,5982,4948,11,2,24.6,22.9
3,19,31.3,75.7,2144,13200,13741,9787,24,10,31.3,22.1
3,20,31.8,75.8,1822,14600,11451,10240,45,29,31.3,23.6
3,21,31.7,76.9,1884,15550,9012,8339,35,24,35.4,22.9
3,22,30.2,76,1464,13150,8606,8104,21,11,28,23.6
3,23,30.8,76.9,3202,12000,6566,5658,14,6,28.4,24.2
3,24,30.7,77,3066,14250,7133,6402,11,5,30.8,22.8
3,25,31.4,77,2554,14600,6224,5439,15,6,29.4,23.7
3,26,30.9,76.7,2971,11650,6979,6101,15,7,33.4,22.8
3,27,31.3,77,2592,13950,7086,9434,20,9,32.7,22.8
3,28,32.6,78.6,1606,15500,743,9635,26,16,34.1,24.4
3,29,32.6,77.8,1026,16200,1004,10523,24,14,34.4,25.2
3,30,32.1,76.2,1231,13900,32603,10012,26,17,33.7,24.5
3,31,32.1,76.2,2211,14950,8530,8313,28,17,33.1,23.7
4,01,34.9,72.6,827,12500,16719,214080,27,11,31.3,23.2
4,02,34.8,72.4,939,14800,22192,214190,27,16,32.9,23.6
4,03,34.9,73.2,989,11950,29086,222300,29,17,33.3,23.7
4,04,34.7,71.8,1102,11250,20774,209570,20,9,26.3,23.2
4,05,34.6,71.1,801,15000,17588,224610,29,13,28.2,22.1
4,06,34.4,70.6,773,12250,17655,246370,38,15,32.4,22
4,07,33.9,71.5,982,11100,18916,183760,33,17,25.7,20.4
4,08,34.4,72.6,640,12800,23913,247620,21,10,30.9,22.4
4,09,34.5,74.3,534,13800,27195,204060,27,17,31.3,24.8
4,10,34.6,71.9,497,13800,21892,184740,30,19,32.4,26.2
4,11,34.1,70.4,896,11800,25753,179240,23,11,28.5,22.8
4,12,34.3,72.5,727,16050,30062,201260,24,11,31.1,24
4,13,34.1,72.2,726,12700,22341,146350,23,11,27.3,24.8
4,14,34,72.5,866,10150,13449,141250,15,8,27,24.2
4,15,33.9,73.1,861,13200,11052,125880,16,6,26.8,22.8
4,16,34.2,73.3,747,11850,9157,142170,16,7,29.1,23.3
4,17,34.2,73.2,903,12400,12002,144180,11,3,31.1,23.1
4,18,33.9,73.9,1435,13850,7114,121400,11,2,24.6,22.9
4,19,34.1,72.9,880,13400,10291,169080,24,10,31.3,22.1
4,20,33.7,72.7,805,13200,5886,153450,45,29,31.3,23.6
4,21,33.3,71.2,730,12500,9181,123360,35,24,35.4,22.9
4,22,32.8,68.6,1017,14200,7976,108030,21,11,28,23.6
4,23,33.3,69.1,1233,14700,6515,100430,14,6,28.4,24.2
4,24,33.3,69.6,1040,16050,11099,148960,11,5,30.8,22.8
4,25,33.6,70.2,1093,13550,5422,171590,15,6,29.4,23.7
4,26,33.4,70.6,1507,15350,5222,152090,15,7,33.4,22.8
4,27,32.8,72.4,1055,15950,5136,163140,20,9,32.7,22.8
4,28,33.1,73.7,496,13250,3454,173660,26,16,34.1,24.4
4,29,33,73.8,508,15900,2925,149970,24,14,34.4,25.2
4,30,32.5,73.6,543,12100,2864,112240,26,17,33.7,24.5
4,31,32.5,73,919,12850,2801,119690,28,17,33.1,23.7
