hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,31.43,49.5,1693,22900,2992,2,45,33,11.4,3.1
1,02,29.52,44.61,1247,24550,434,0,42,15,8.3,-0.8
1,03,28.42,45.11,1416,24400,1297,14,39,19,12.1,-3.4
1,04,28.35,46.09,868,23450,1596,93,57,36,16.3,0.2
1,05,28.13,48.36,797,23450,1940,144,85,62,16.7,1.5
1,06,31.82,47.18,1930,25100,4338,79,76,55,17.8,2
1,07,32.59,54.33,2354,26000,10079,192,56,30,21.6,6.5
1,08,32.7,60.94,2309,25050,17212,313,47,26,21.3,8.5
1,09,32.74,71.13,1801,21750,22688,307,49,34,19.6,6.4
1,10,32.32,72.64,2319,24000,16231,162,77,45,24.6,2.6
1,11,32.54,75.97,2036,24800,26921,59,99,42,25.8,11.1
1,12,31.96,72.01,2705,21850,10532,27,65,33,15.1,1.6
1,13,30.66,59.15,2309,24500,2946,9,39,14,8.8,-1.7
1,14,30.84,62.86,1780,24800,6627,66,43,15,18.7,2.4
1,15,31.82,70.59,1967,22650,12379,81,34,14,20.6,6.8
1,16,30.91,68.61,2878,26450,4535,9,64,15,13,2.2
1,17,30.86,65.6,1214,24150,4088,18,58,23,11.5,3.7
1,18,31.33,63.02,506,24000,3827,36,61,35,15,4.9
1,19,31.26,64.22,877,24600,4553,27,72,47,16.9,1.2
1,20,31.5,65.03,1362,23900,4763,15,84,59,18.9,2.2
1,21,32.06,68.44,1606,24550,11170,138,67,36,23.8,5.9
1,22,32.52,70.57,1446,22600,16079,133,69,41,25.8,9.3
1,23,32.4,71.09,1332,21100,7494,27,108,63,16.9,9.1
1,24,31.8,69.26,1774,22650,4075,18,143,31,17.7,7.2
1,25,31.97,68.75,2344,22850,4323,17,67,23,14.1,6.5
1,26,32.07,68.97,1287,24500,5811,32,66,26,16.1,4.6
1,27,31.59,66.78,2112,24300,2838,12,44,24,14.4,0.8
1,28,31.85,66.69,1792,24200,4733,16,75,39,16.3,1.9
1,29,32.58,68.22,1976,24400,16425,43,78,41,21.4,3
1,30,32.98,71.31,1501,25400,31009,89,73,40,23.9,5.7
1,31,32.89,72.25,1948,25000,31720,34,66,36,24.1,6.2
2,01,27.17,69.91,2577,19150,261,1,45,33,11.4,3.1
2,02,21.74,70.98,2374,21500,47,0,42,15,8.3,-0.8
2,03,21.02,77.39,2711,20800,96,4,39,19,12.1,-3.4
2,04,22.46,76.31,2749,20850,494,256,57,36,16.3,0.2
2,05,24.81,74.98,2779,19900,1142,692,85,62,16.7,1.5
2,06,26.93,71.56,2758,18950,3469,2141,76,55,17.8,2
2,07,28.28,72.57,2622,22300,8094,6985,56,30,21.6,6.5
2,08,28.42,72.26,2859,21350,11613,9127,47,26,21.3,8.5
2,09,29.93,76.13,2635,19600,12275,9088,49,34,19.6,6.4
2,10,27.66,74.44,2735,20450,16650,14709,77,45,24.6,2.6
2,11,29.72,77.62,2605,21400,19259,16426,99,42,25.8,11.1
2,12,29.75,72.77,2989,17950,2654,2011,65,33,15.1,1.6
2,13,25.78,64.74,2923,20000,3331,3163,39,14,8.8,-1.7
2,14,26.04,67.84,2971,22000,14142,13340,43,15,18.7,2.4
2,15,29.49,70.99,2896,19500,13569,12671,34,14,20.6,6.8
2,16,27.53,60.52,3002,23650,2755,2584,64,15,13,2.2
2,17,26.14,59.42,3015,21950,941,856,58,23,11.5,3.7
2,18,27.07,62.32,2926,21400,14013,13795,61,35,15,4.9
2,19,26.44,59.59,2915,20500,10950,10745,72,47,16.9,1.2
2,20,27.5,55.5,3002,21400,11355,10965,84,59,18.9,2.2
2,21,29.12,57.69,2914,22050,13126,12365,67,36,23.8,5.9
2,22,30.08,62.68,2906,19100,11873,10761,69,41,25.8,9.3
2,23,30.13,63.52,3006,16550,6310,5738,108,63,16.9,9.1
2,24,29.59,60.1,2970,19600,8946,8736,143,31,17.7,7.2
2,25,28.27,56.24,3021,19800,2254,2057,67,23,14.1,6.5
2,26,28.77,57.4,2930,21300,10320,9967,66,26,16.1,4.6
2,27,27.38,56.98,2975,20500,5570,5510,44,24,14.4,0.8
2,28,27.62,60.01,2993,20650,6511,6307,75,39,16.3,1.9
