hiveid,recordday,temp,humidity,co2,weight,incount,outcount,pm10,pm25,extemphigh,extemplow
1,01,18.62,72.96,9,23550,535,31,53,43,19.5,9.5
1,02,18.43,73.1,9,24050,530,42,54,42,18.9,8.3
1,03,15.24,71.16,9,24200,227,11,45,31,17.4,5.6
1,04,13.8,70.59,9,25100,96,10,28,15,11.7,4.1
1,05,11.61,69.53,9,25250,36,1,38,27,13.9,0.8
1,06,13.14,70.48,9,23350,61,0,37,27,16.2,3.2
1,07,14.4,71.04,9,24150,81,1,46,35,18.6,4.8
1,08,16.12,71.95,9,23400,63,0,42,33,18.4,6.4
1,09,17,72.52,9,23850,65,21,56,47,17.8,9
1,10,16.81,72.1,9,24250,12,44,65,51,21,6.9
1,11,18.14,72.58,10,24250,7,372,59,44,24.1,9.4
1,12,20.97,74.08,21,23400,147,621,32,27,24.9,12.9
1,13,19.92,73.78,9,22550,43,6,22,19,19,9.2
1,14,15.4,72.16,9,23400,0,8,27,22,15.5,8.1
1,15,13.64,71.23,9,23300,0,9,30,22,14.2,4.3
1,16,14.55,72.01,9,23250,0,12,37,27,15.4,7
1,17,14.71,71.76,8,23850,29,48,44,32,17.8,5.1
1,18,14.14,70.9,9,24300,0,63,41,30,20.4,4.7
1,19,14.67,70.88,9,25750,44,22,44,32,20.1,5.7
1,20,17.11,72.51,8,25050,2,34,42,33,19.6,10.6
1,21,15.84,71.67,9,23600,0,23,56,44,19.1,7.2
1,22,15.68,72.02,18,22700,0,17,69,59,15.7,9.8
1,23,16.27,72.72,14,23350,0,1,56,49,16.2,6.8
1,24,13.24,70.66,10,23450,0,0,44,33,16,5.3
1,25,13.51,70.83,8,24650,0,0,48,34,19.2,4.9
1,26,15.64,72.1,10,24600,43,83,56,26,15.8,3.7
1,27,11.56,68.94,10,24600,109,38,46,24,18.1,0.5
1,28,15.29,71.63,33,22000,85,85,24,18,19.6,8.8
1,29,18.34,73.43,21,24600,72,93,18,15,16.3,3
1,30,8.67,67.88,9,23750,98,17,22,12,3,-3.6
2,01,18.76,65.07,370,15150,9,0,53,43,19.5,9.5
2,02,18.58,64.99,367,14650,22,1,54,42,18.9,8.3
2,03,15.19,62.92,288,14800,55,0,45,31,17.4,5.6
2,04,16.31,63.1,1552,18050,968,12,28,15,11.7,4.1
2,05,15.25,70.92,2856,16250,17192,5,38,27,13.9,0.8
2,06,15.19,73.49,2467,16000,18236,7,37,27,16.2,3.2
2,07,15.88,73.3,2060,16500,13325,121,46,35,18.6,4.8
2,08,17.66,73.65,2025,15450,13749,192,42,33,18.4,6.4
2,09,19.79,72.8,2317,16500,16773,355,56,47,17.8,9
2,10,22.53,65.83,2410,16550,13472,1906,65,51,21,6.9
2,11,23.15,69.13,2410,16700,14704,7079,59,44,24.1,9.4
2,12,30.23,64.1,2314,15250,21103,14488,32,27,24.9,12.9
2,13,23.88,67.09,1734,14500,4957,1323,22,19,19,9.2
2,14,16.6,73.11,1895,18400,3182,836,27,22,15.5,8.1
2,15,14.59,73.96,1842,18250,2625,320,30,22,14.2,4.3
2,16,15.54,75.82,1839,15950,2034,1080,37,27,15.4,7
2,17,15.56,75.48,1658,16450,1728,1129,44,32,17.8,5.1
2,18,15.01,74.45,1466,16950,2045,889,41,30,20.4,4.7
2,19,15.51,74.35,1651,16800,1716,486,44,32,20.1,5.7
2,20,17.71,76.01,1727,16000,2180,1846,42,33,19.6,10.6
2,21,16.4,75.62,1455,16100,1346,960,56,44,19.1,7.2
2,22,15.96,76.33,1540,17250,1115,963,69,59,15.7,9.8
2,23,16.42,76.32,1368,16060,819,553,56,49,16.2,6.8
2,24,13.42,74.53,1454,16300,779,211,44,33,16,5.3
2,25,13.91,74.61,1495,16950,1719,1008,48,34,19.2,4.9
2,26,15.88,75.4,1496,17050,1026,920,56,26,15.8,3.7
2,27,12.26,72.75,1399,17000,1405,169,46,24,18.1,0.5
2,28,15.93,75.32,1819,14400,2135,1973,24,18,19.6,8.8
2,29,18.54,77.7,1299,20400,666,558,18,15,16.3,3
2,30,9.15,72.67,1767,19700,714,0,22,12,3,-3.6
3,01,17.49,73.04,668,14750,350,8,53,43,19.5,9.5
3,02,17.52,73.1,667,15750,218,1,54,42,18.9,8.3
3,03,13.88,72.61,651,16060,200,15,45,31,17.4,5.6
3,04,12.9,72.98,834,17450,869,54,28,15,11.7,4.1
3,05,10.4,72.3,609,15550,1124,20,38,27,13.9,0.8
3,06,12.17,72.9,633,14850,1101,2,37,27,16.2,3.2
3,07,13.6,73.09,658,16050,1166,3,46,35,18.6,4.8
3,08,15.32,73.59,554,14600,1326,35,42,33,18.4,6.4
3,09,16.21,73.95,487,15700,1361,133,56,47,17.8,9
3,10,15.87,73.67,461,15950,1071,119,65,51,21,6.9
3,11,17.28,73.82,465,15900,1070,73,59,44,24.1,9.4
